periodo,concepto,rotulo,documento_origen,estado_financiero,pagina,nota,evidencia_linea,valor_pdf,valor_consolidado,coincide,estado,confianza
2022,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,Pagos parte principal del pasivo por arrendamiento (1.535) (1.146),-1535.0,-1535.0,True,ACEPTADO,ALTA
2023,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,Pagos parte principal del pasivo por arrendamiento (1.463) (1.535),-1463.0,-1463.0,True,ACEPTADO,ALTA
2024,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6.0,,Pagos parte principal del pasivo por arrendamiento (1.783) (1.463),-1783.0,-1783.0,True,ACEPTADO,ALTA
2025,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,Pagos parte principal del pasivo por arrendamiento (2.146) (1.783),-2146.0,-2146.0,True,ACEPTADO,ALTA
2020,c_dividendos,CF - Dividendos decretados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,"Dividendos decretados, pagados (57.245) (43.264)",-43264.0,-43264.0,True,ACEPTADO,ALTA
2021,c_dividendos,CF - Dividendos decretados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,"Dividendos decretados, pagados (57.245) (43.264)",-57245.0,-57245.0,True,ACEPTADO,ALTA
2022,c_dividendos,CF - Dividendos decretados,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,"Dividendos decretados, pendientes pagar (56.872) (57.245)",-56872.0,-56872.0,True,ACEPTADO,ALTA
2023,c_dividendos,CF - Dividendos decretados,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,"Dividendos decretados, pendientes pagar (39.739) (56.872)",-39739.0,-39739.0,True,ACEPTADO,ALTA
2024,c_dividendos,CF - Dividendos decretados,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6.0,,"Dividendos decretados, pendientes pagar (59.859) (39.739)",-59859.0,-59859.0,True,ACEPTADO,ALTA
2025,c_dividendos,CF - Dividendos decretados,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,"Dividendos decretados, pendientes pagar (5.033) (59.859)",-5033.0,-5033.0,True,ACEPTADO,ALTA
2020,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,Flujo neto de efectivo (usado en) las actividades de financiación (58.391) (44.487),-44487.0,-44487.0,True,ACEPTADO,ALTA
2021,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,Flujo neto de efectivo (usado en) las actividades de financiación (58.391) (44.487),-58391.0,-58391.0,True,ACEPTADO,ALTA
2022,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,Flujo neto de efectivo (usado en) las actividades $ (58.407) $ (58.391),-58407.0,-58407.0,True,ACEPTADO,ALTA
2023,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,Flujo neto de efectivo (usado en) las actividades $ (41.202) $ (58.407),-41202.0,-41202.0,True,ACEPTADO,ALTA
2024,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6.0,,Flujo neto de efectivo (usado en) las actividades $ (61.642) $ (41.202),-61642.0,-61642.0,True,ACEPTADO,ALTA
2025,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5.0,,Flujo neto de efectivo (usado en) las actividades $ (7.179) $ (61.642),-7179.0,-7179.0,True,ACEPTADO,ALTA
2020,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2021.pdf,,,,,,-371.0,True,NO_ENCONTRADO,
2021,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2021.pdf,,,,,,-22934.0,True,NO_ENCONTRADO,
2022,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2022.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,(Disminución) aumento neto de efectivo $ (432) $ (22.934),-432.0,-432.0,True,ACEPTADO,ALTA
2023,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2023.pdf,,,,,,6774.0,True,NO_ENCONTRADO,
2024,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2024.pdf,,,,,,19736.0,True,NO_ENCONTRADO,
2025,c_aumento_neto,Aumento neto de efectivo,Estados Financieros_2025.pdf,,,,,,-1049.0,True,NO_ENCONTRADO,
2020,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,Efectivo Restringido 18.880 18.880,18880.0,18880.0,True,ACEPTADO,ALTA
2021,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,Efectivo Restringido 18.880 18.880,18880.0,18880.0,True,ACEPTADO,ALTA
2022,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2022.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,Efectivo Restringido 1 18.880,1.0,1.0,True,ACEPTADO,ALTA
2023,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2023.pdf,,,,,,1.0,True,NO_ENCONTRADO,
2024,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2024.pdf,,,,,,1474.0,True,NO_ENCONTRADO,
2025,c_efectivo_restriccion,Efectivo restringido (al inicio),Estados Financieros_2025.pdf,,,,,,1493.0,True,NO_ENCONTRADO,
2020,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,Efectivo Sin Restricción 25.045 25.416,25416.0,25416.0,True,ACEPTADO,ALTA
2021,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,Efectivo Sin Restricción 25.045 25.416,25045.0,25045.0,True,ACEPTADO,ALTA
2022,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2022.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,Efectivo Sin Restricción $ 20.990 $ 25.045,20990.0,20990.0,True,ACEPTADO,ALTA
2023,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2023.pdf,,,,,,20558.0,True,NO_ENCONTRADO,
2024,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2024.pdf,,,,,,25859.0,True,NO_ENCONTRADO,
2025,c_efectivo_sin_restriccion,Efectivo sin restriccion (al inicio),Estados Financieros_2025.pdf,,,,,,45576.0,True,NO_ENCONTRADO,
2020,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,TOTAL EFECTIVO AL INICIO DE PERIODO 43.925 44.296,44296.0,44296.0,True,ACEPTADO,ALTA
2021,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2021.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,TOTAL EFECTIVO AL INICIO DE PERIODO 43.925 44.296,43925.0,43925.0,True,ACEPTADO,ALTA
2022,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2022.pdf,ESTADO DE FLUJOS DE EFECTIVO,6.0,,TOTAL EFECTIVO AL INICIO DE PERIODO $ 20.991 $ 43.925,20991.0,20991.0,True,ACEPTADO,ALTA
2023,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2023.pdf,,,,,,20559.0,True,NO_ENCONTRADO,
2024,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2024.pdf,,,,,,27333.0,True,NO_ENCONTRADO,
2025,c_efectivo_inicio,Efectivo al inicio del periodo,Estados Financieros_2025.pdf,,,,,,47069.0,True,NO_ENCONTRADO,
2020,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2021.pdf,,,,,,43925.0,True,NO_ENCONTRADO,
2021,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2021.pdf,,,,,,20991.0,True,NO_ENCONTRADO,
2022,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2022.pdf,,,,,,20559.0,True,NO_ENCONTRADO,
2023,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2023.pdf,,,,,,27333.0,True,NO_ENCONTRADO,
2024,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2024.pdf,,,,,,47069.0,True,NO_ENCONTRADO,
2025,c_efectivo_cierre,Efectivo al cierre del periodo,Estados Financieros_2025.pdf,,,,,,46020.0,True,NO_ENCONTRADO,
